rho_global,regime,horizon,rank_a,rank_b,energy_a,energy_b,abs_energy_difference,sigma_a,sigma_b,abs_sigma_difference,alpha_a,alpha_b,n_a,n_b,pair_worstcase_mc_se_bound,sigma_gap_minus_1p96_worstcase_mc_se
0.99,G1,140.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,145.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,150.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,155.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,160.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,165.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,170.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,175.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,180.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,185.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,190.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,195.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,200.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,205.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,210.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,215.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,220.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,225.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,230.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,235.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G1,240.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G2,105.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.99,G2,110.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,60.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,65.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,70.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,75.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,80.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,85.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,90.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,95.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,100.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,105.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,110.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,115.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,120.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,125.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,130.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,135.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,140.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,145.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,150.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,155.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,160.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,165.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,170.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,175.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,180.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,185.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,190.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,195.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,200.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,205.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,210.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,215.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,220.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,225.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,230.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,235.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.995,G1,240.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,0.6666666666666666,1.0,0.33333333333333337,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-0.7982524007428383
0.95,G0,85.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,90.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,95.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,100.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,105.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,110.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,115.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,120.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,125.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,130.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,135.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,140.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,145.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,150.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,155.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,160.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,165.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,170.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,175.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,180.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,185.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,190.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,195.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,200.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,205.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,210.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,215.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,220.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,225.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,230.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,235.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.95,G0,240.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.975,G0,60.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.975,G0,65.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.975,G0,70.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
0.975,G0,75.0,9,10,0.6450278442334778,0.6845629990247994,0.039535154791321636,1.0,1.0,0.0,0.0016295859947466,0.0004977145036782,3,1,0.5773502691896257,-1.1315857340761717
